r,t,f,y,ProductionByTechnologyAnnual
REGION,UGCRUDPROX,UGWAT2,2048.0,0.0
REGION,UGCRUDPROX,UGWAT2,2049.0,0.0
REGION,UGCRUDPROX,UGWAT2,2050.0,0.0
REGION,UGCRUDPROX,UGWAT2,2051.0,0.0
REGION,UGCRUDPROX,UGWAT2,2052.0,0.0
REGION,UGCRUDPROX,UGWAT2,2053.0,0.0
REGION,UGCRUDPROX,UGWAT2,2054.0,0.0
REGION,UGCRUDPROX,UGWAT2,2055.0,0.0
REGION,UGCRUDPROX,UGWAT2,2056.0,0.0
REGION,UGCRUDPROX,UGWAT2,2057.0,0.0
REGION,UGCRUDPROX,UGWAT2,2058.0,0.0
REGION,UGCRUDPROX,UGWAT2,2059.0,0.0
REGION,UGCRUDPROX,UGWAT2,2060.0,0.0
REGION,UGCRUDPROX,UGWAT2,2061.0,0.0
REGION,UGCRUDPROX,UGWAT2,2062.0,0.0
REGION,UGCRUDPROX,UGWAT2,2063.0,0.0
REGION,UGCRUDPROX,UGWAT2,2064.0,0.0
REGION,UGCRUDPROX,UGWAT2,2065.0,0.0
REGION,UGCRUDPROX,UGWAT2,2066.0,0.0
REGION,UGCRUDPROX,UGWAT2,2067.0,0.0
REGION,UGCRUDPROX,UGWAT2,2068.0,0.0
REGION,UGCRUDPROX,UGWAT2,2069.0,0.0
REGION,UGCRUDPROX,UGWAT2,2070.0,0.0
REGION,UGCRUDRE1X,UGHFOI,2023.0,11.8272
REGION,UGCRUDRE1X,UGHFOI,2024.0,12.2089
REGION,UGCRUDRE1X,UGHFOI,2025.0,12.6126
REGION,UGCRUDRE1X,UGHFOI,2026.0,13.0019
REGION,UGCRUDRE1X,UGHFOI,2027.0,13.4129
REGION,UGCRUDRE1X,UGHFOI,2028.0,13.8356
REGION,UGCRUDRE1X,UGHFOI,2029.0,14.2897
REGION,UGCRUDRE1X,UGHFOI,2030.0,14.7661
REGION,UGCRUDRE1X,UGHFOI,2031.0,15.2591
REGION,UGCRUDRE1X,UGHFOI,2032.0,15.774
REGION,UGCRUDRE1X,UGHFOI,2033.0,16.3112
REGION,UGCRUDRE1X,UGHFOI,2034.0,16.8711
REGION,UGCRUDRE1X,UGHFOI,2035.0,17.6665
REGION,UGCRUDRE1X,UGHFOI,2036.0,18.3337
REGION,UGCRUDRE1X,UGHFOI,2037.0,19.0248
REGION,UGCRUDRE1X,UGHFOI,2038.0,19.7411
REGION,UGCRUDRE1X,UGHFOI,2039.0,20.4836
REGION,UGCRUDRE1X,UGHFOI,2040.0,21.2535
REGION,UGCRUDRE1X,UGHFOI,2041.0,21.8723
REGION,UGCRUDRE1X,UGHFOI,2042.0,22.51
REGION,UGCRUDRE1X,UGHFOI,2043.0,23.1673
REGION,UGCRUDRE1X,UGHFOI,2044.0,23.8446
REGION,UGCRUDRE1X,UGHFOI,2045.0,24.5425
REGION,UGCRUDRE1X,UGHFOI,2046.0,25.2713
REGION,UGCRUDRE1X,UGHFOI,2047.0,26.0216
REGION,UGCRUDRE1X,UGHFOI,2048.0,26.7942
REGION,UGCRUDRE1X,UGHFOI,2049.0,27.5896
REGION,UGCRUDRE1X,UGHFOI,2050.0,28.4083
REGION,UGCRUDRE1X,UGHFOI,2051.0,29.105
REGION,UGCRUDRE1X,UGHFOI,2052.0,29.8185
REGION,UGCRUDRE1X,UGHFOI,2053.0,30.5492
REGION,UGCRUDRE1X,UGHFOI,2054.0,31.2973
REGION,UGCRUDRE1X,UGHFOI,2055.0,32.0632
REGION,UGCRUDRE1X,UGHFOI,2056.0,32.8472
REGION,UGCRUDRE1X,UGHFOI,2057.0,33.6499
REGION,UGCRUDRE1X,UGHFOI,2058.0,34.4715
REGION,UGCRUDRE1X,UGHFOI,2059.0,35.3126
REGION,UGCRUDRE1X,UGHFOI,2060.0,36.1736
REGION,UGCRUDRE1X,UGHFOI,2061.0,36.9317
REGION,UGCRUDRE1X,UGHFOI,2062.0,37.7052
REGION,UGCRUDRE1X,UGHFOI,2063.0,38.4944
REGION,UGCRUDRE1X,UGHFOI,2064.0,39.2997
REGION,UGCRUDRE1X,UGHFOI,2065.0,40.1215
REGION,UGCRUDRE1X,UGHFOI,2066.0,40.9601
REGION,UGCRUDRE1X,UGHFOI,2067.0,41.816
REGION,UGCRUDRE1X,UGHFOI,2068.0,42.6894
REGION,UGCRUDRE1X,UGHFOI,2069.0,43.5808
REGION,UGCRUDRE1X,UGHFOI,2070.0,44.4905
REGION,UGCRUDRE1X,UGLFOI,2023.0,106.4448
REGION,UGCRUDRE1X,UGLFOI,2024.0,109.8798
REGION,UGCRUDRE1X,UGLFOI,2025.0,113.5138
REGION,UGCRUDRE1X,UGLFOI,2026.0,117.0168
REGION,UGCRUDRE1X,UGLFOI,2027.0,120.7159
REGION,UGCRUDRE1X,UGLFOI,2028.0,124.5207
REGION,UGCRUDRE1X,UGLFOI,2029.0,128.6074
REGION,UGCRUDRE1X,UGLFOI,2030.0,132.8951
REGION,UGCRUDRE1X,UGLFOI,2031.0,137.3319
REGION,UGCRUDRE1X,UGLFOI,2032.0,141.9661
REGION,UGCRUDRE1X,UGLFOI,2033.0,146.8008
REGION,UGCRUDRE1X,UGLFOI,2034.0,151.8401
REGION,UGCRUDRE1X,UGLFOI,2035.0,158.9986
REGION,UGCRUDRE1X,UGLFOI,2036.0,165.0031
REGION,UGCRUDRE1X,UGLFOI,2037.0,171.2234
REGION,UGCRUDRE1X,UGLFOI,2038.0,177.6695
REGION,UGCRUDRE1X,UGLFOI,2039.0,184.3521
REGION,UGCRUDRE1X,UGLFOI,2040.0,191.2818
REGION,UGCRUDRE1X,UGLFOI,2041.0,196.8507
REGION,UGCRUDRE1X,UGLFOI,2042.0,202.5902
REGION,UGCRUDRE1X,UGLFOI,2043.0,208.5054
REGION,UGCRUDRE1X,UGLFOI,2044.0,214.6013
REGION,UGCRUDRE1X,UGLFOI,2045.0,220.8829
REGION,UGCRUDRE1X,UGLFOI,2046.0,227.4413
REGION,UGCRUDRE1X,UGLFOI,2047.0,234.1946
REGION,UGCRUDRE1X,UGLFOI,2048.0,241.1479
REGION,UGCRUDRE1X,UGLFOI,2049.0,248.3061
REGION,UGCRUDRE1X,UGLFOI,2050.0,255.6747
REGION,UGCRUDRE1X,UGLFOI,2051.0,261.9447
REGION,UGCRUDRE1X,UGLFOI,2052.0,268.3666
REGION,UGCRUDRE1X,UGLFOI,2053.0,274.943
REGION,UGCRUDRE1X,UGLFOI,2054.0,281.6761
REGION,UGCRUDRE1X,UGLFOI,2055.0,288.569
REGION,UGCRUDRE1X,UGLFOI,2056.0,295.6252
REGION,UGCRUDRE1X,UGLFOI,2057.0,302.8487
REGION,UGCRUDRE1X,UGLFOI,2058.0,310.2434
REGION,UGCRUDRE1X,UGLFOI,2059.0,317.8131
REGION,UGCRUDRE1X,UGLFOI,2060.0,325.5622
REGION,UGCRUDRE1X,UGLFOI,2061.0,332.3855
REGION,UGCRUDRE1X,UGLFOI,2062.0,339.3469
REGION,UGCRUDRE1X,UGLFOI,2063.0,346.4497
REGION,UGCRUDRE1X,UGLFOI,2064.0,353.6974
REGION,UGCRUDRE1X,UGLFOI,2065.0,361.0935
REGION,UGCRUDRE1X,UGLFOI,2066.0,368.6413
REGION,UGCRUDRE1X,UGLFOI,2067.0,376.3439
REGION,UGCRUDRE1X,UGLFOI,2068.0,384.2047
REGION,UGCRUDRE1X,UGLFOI,2069.0,392.2272
REGION,UGCRUDRE1X,UGLFOI,2070.0,400.4147
REGION,UGCRUDRE2X,UGHFOI,2070.0,0.0
REGION,UGCRUDRE2X,UGLFOI,2070.0,0.0
REGION,UGEL00T00X,UGEL02,2015.0,11.6275
REGION,UGEL00T00X,UGEL02,2016.0,11.5256
REGION,UGEL00T00X,UGEL02,2017.0,16.6628
REGION,UGEL00T00X,UGEL02,2018.0,20.8549
REGION,UGEL00T00X,UGEL02,2019.0,27.0141
REGION,UGEL00T00X,UGEL02,2020.0,32.1524
REGION,UGEL00T00X,UGEL02,2021.0,34.283
REGION,UGEL00T00X,UGEL02,2022.0,36.5824
REGION,UGEL00T00X,UGEL02,2023.0,39.0472
REGION,UGEL00T00X,UGEL02,2024.0,41.7099
REGION,UGEL00T00X,UGEL02,2025.0,44.5686
REGION,UGEL00T00X,UGEL02,2026.0,47.517
REGION,UGEL00T00X,UGEL02,2027.0,50.6947
REGION,UGEL00T00X,UGEL02,2028.0,54.1334
REGION,UGEL00T00X,UGEL02,2029.0,57.818
REGION,UGEL00T00X,UGEL02,2030.0,61.7814
REGION,UGEL00T00X,UGEL02,2031.0,65.6808
REGION,UGEL00T00X,UGEL02,2032.0,68.6047
REGION,UGEL00T00X,UGEL02,2033.0,70.4813
REGION,UGEL00T00X,UGEL02,2034.0,72.8448
REGION,UGEL00T00X,UGEL02,2035.0,76.8529
REGION,UGEL00T00X,UGEL02,2036.0,80.7556
REGION,UGEL00T00X,UGEL02,2037.0,85.2977
REGION,UGEL00T00X,UGEL02,2038.0,90.4606
REGION,UGEL00T00X,UGEL02,2039.0,96.3735
REGION,UGEL00T00X,UGEL02,2040.0,103.0985
REGION,UGEL00T00X,UGEL02,2041.0,106.7611
REGION,UGEL00T00X,UGEL02,2042.0,111.0261
REGION,UGEL00T00X,UGEL02,2043.0,115.9323
REGION,UGEL00T00X,UGEL02,2044.0,121.5213
REGION,UGEL00T00X,UGEL02,2045.0,127.837
REGION,UGEL00T00X,UGEL02,2046.0,135.0021
REGION,UGEL00T00X,UGEL02,2047.0,142.9948
REGION,UGEL00T00X,UGEL02,2048.0,151.8681
REGION,UGEL00T00X,UGEL02,2049.0,161.6784
REGION,UGEL00T00X,UGEL02,2050.0,172.4853
REGION,UGEL00T00X,UGEL02,2051.0,179.0183
REGION,UGEL00T00X,UGEL02,2052.0,187.3586
REGION,UGEL00T00X,UGEL02,2053.0,197.6251
REGION,UGEL00T00X,UGEL02,2054.0,208.3713
REGION,UGEL00T00X,UGEL02,2055.0,219.6157
REGION,UGEL00T00X,UGEL02,2056.0,231.3782
REGION,UGEL00T00X,UGEL02,2057.0,243.6801
REGION,UGEL00T00X,UGEL02,2058.0,256.5429
REGION,UGEL00T00X,UGEL02,2059.0,269.9893
REGION,UGEL00T00X,UGEL02,2060.0,284.0431
REGION,UGEL00T00X,UGEL02,2061.0,296.0438
REGION,UGEL00T00X,UGEL02,2062.0,308.4023
REGION,UGEL00T00X,UGEL02,2063.0,321.1302
REGION,UGEL00T00X,UGEL02,2064.0,334.2394
REGION,UGEL00T00X,UGEL02,2065.0,347.7421
REGION,UGEL00T00X,UGEL02,2066.0,361.6503
REGION,UGEL00T00X,UGEL02,2067.0,375.9765
REGION,UGEL00T00X,UGEL02,2068.0,390.7336
REGION,UGEL00T00X,UGEL02,2069.0,405.935
REGION,UGEL00T00X,UGEL02,2070.0,421.5942
REGION,UGEL00TDTX,UGEL03,2015.0,10.0364
REGION,UGEL00TDTX,UGEL03,2016.0,9.9727
REGION,UGEL00TDTX,UGEL03,2017.0,14.4528
REGION,UGEL00TDTX,UGEL03,2018.0,18.1328
REGION,UGEL00TDTX,UGEL03,2019.0,23.5449
REGION,UGEL00TDTX,UGEL03,2020.0,28.091
REGION,UGEL00TDTX,UGEL03,2021.0,29.9886
REGION,UGEL00TDTX,UGEL03,2022.0,32.0384
REGION,UGEL00TDTX,UGEL03,2023.0,34.2383
REGION,UGEL00TDTX,UGEL03,2024.0,36.6169
REGION,UGEL00TDTX,UGEL03,2025.0,39.1735
REGION,UGEL00TDTX,UGEL03,2026.0,41.815
REGION,UGEL00TDTX,UGEL03,2027.0,44.6647
REGION,UGEL00TDTX,UGEL03,2028.0,47.7514
REGION,UGEL00TDTX,UGEL03,2029.0,51.0624
REGION,UGEL00TDTX,UGEL03,2030.0,54.6278
REGION,UGEL00TDTX,UGEL03,2031.0,58.1448
REGION,UGEL00TDTX,UGEL03,2032.0,60.8054
REGION,UGEL00TDTX,UGEL03,2033.0,62.5429
REGION,UGEL00TDTX,UGEL03,2034.0,64.7169
REGION,UGEL00TDTX,UGEL03,2035.0,68.3586
REGION,UGEL00TDTX,UGEL03,2036.0,71.915
REGION,UGEL00TDTX,UGEL03,2037.0,76.0496
REGION,UGEL00TDTX,UGEL03,2038.0,80.748
REGION,UGEL00TDTX,UGEL03,2039.0,86.1275
REGION,UGEL00TDTX,UGEL03,2040.0,92.246
REGION,UGEL00TDTX,UGEL03,2041.0,95.6355
REGION,UGEL00TDTX,UGEL03,2042.0,99.5729
REGION,UGEL00TDTX,UGEL03,2043.0,104.095
REGION,UGEL00TDTX,UGEL03,2044.0,109.2413
REGION,UGEL00TDTX,UGEL03,2045.0,115.0533
REGION,UGEL00TDTX,UGEL03,2046.0,121.644
REGION,UGEL00TDTX,UGEL03,2047.0,128.9963
REGION,UGEL00TDTX,UGEL03,2048.0,137.1609
REGION,UGEL00TDTX,UGEL03,2049.0,146.1913
REGION,UGEL00TDTX,UGEL03,2050.0,156.1446
REGION,UGEL00TDTX,UGEL03,2051.0,162.2471
REGION,UGEL00TDTX,UGEL03,2052.0,170.0033
REGION,UGEL00TDTX,UGEL03,2053.0,179.5268
REGION,UGEL00TDTX,UGEL03,2054.0,189.5082
REGION,UGEL00TDTX,UGEL03,2055.0,199.9658
REGION,UGEL00TDTX,UGEL03,2056.0,210.9195
REGION,UGEL00TDTX,UGEL03,2057.0,222.3901
REGION,UGEL00TDTX,UGEL03,2058.0,234.3992
REGION,UGEL00TDTX,UGEL03,2059.0,246.9692
REGION,UGEL00TDTX,UGEL03,2060.0,260.1237
REGION,UGEL00TDTX,UGEL03,2061.0,271.4254
REGION,UGEL00TDTX,UGEL03,2062.0,283.0809
REGION,UGEL00TDTX,UGEL03,2063.0,295.1018
REGION,UGEL00TDTX,UGEL03,2064.0,307.5003
REGION,UGEL00TDTX,UGEL03,2065.0,320.2887
REGION,UGEL00TDTX,UGEL03,2066.0,333.4796
REGION,UGEL00TDTX,UGEL03,2067.0,347.0857
REGION,UGEL00TDTX,UGEL03,2068.0,361.1201
REGION,UGEL00TDTX,UGEL03,2069.0,375.5967
REGION,UGEL00TDTX,UGEL03,2070.0,390.5294
REGION,UGELKEBP00,KEEL01,2015.0,2.8119
REGION,UGELKEBP00,KEEL01,2016.0,0.3309
REGION,UGELKEBP00,KEEL01,2070.0,0.0
REGION,UGELKEBP00,UGEL01,2017.0,0.4491
REGION,UGELKEBP00,UGEL01,2018.0,3.8621
REGION,UGELKEBP00,UGEL01,2019.0,1.6385
REGION,UGELKEBP00,UGEL01,2021.0,0.843
REGION,UGELKEBP00,UGEL01,2022.0,2.4254
REGION,UGELKEBP00,UGEL01,2023.0,10.0006
REGION,UGELKEBP00,UGEL01,2024.0,13.3318
REGION,UGELKEBP00,UGEL01,2025.0,13.3318
REGION,UGELKEBP00,UGEL01,2026.0,13.3318
REGION,UGELKEBP00,UGEL01,2027.0,13.3318
REGION,UGELKEBP00,UGEL01,2028.0,13.3318
REGION,UGELKEBP00,UGEL01,2029.0,13.3318
REGION,UGELKEBP00,UGEL01,2030.0,13.3318
REGION,UGELKEBP00,UGEL01,2031.0,12.0867
REGION,UGELKEBP00,UGEL01,2032.0,8.6805
REGION,UGELKEBP00,UGEL01,2033.0,10.7918
REGION,UGELKEBP00,UGEL01,2034.0,11.5607
REGION,UGELKEBP00,UGEL01,2035.0,10.6536
REGION,UGELKEBP00,UGEL01,2036.0,12.2258
REGION,UGELKEBP00,UGEL01,2037.0,10.8845
REGION,UGELKEBP00,UGEL01,2038.0,11.0402
REGION,UGELKEBP00,UGEL01,2039.0,11.8001
REGION,UGELKEBP00,UGEL01,2040.0,11.8741
REGION,UGELKEBP00,UGEL01,2041.0,11.8975
REGION,UGELKEBP00,UGEL01,2042.0,12.1809
REGION,UGELKEBP00,UGEL01,2043.0,13.3318
REGION,UGELKEBP00,UGEL01,2044.0,12.7381
REGION,UGELKEBP00,UGEL01,2045.0,12.9873
REGION,UGELKEBP00,UGEL01,2046.0,12.7795
REGION,UGELKEBP00,UGEL01,2047.0,12.4707
REGION,UGELKEBP00,UGEL01,2048.0,13.3318
REGION,UGELKEBP00,UGEL01,2049.0,13.3318
REGION,UGELKEBP00,UGEL01,2050.0,13.3318
REGION,UGELKEBP00,UGEL01,2051.0,13.3318
REGION,UGELKEBP00,UGEL01,2052.0,13.3318
REGION,UGELKEBP00,UGEL01,2053.0,13.3318
REGION,UGELKEBP00,UGEL01,2054.0,13.2183
REGION,UGELKEBP00,UGEL01,2055.0,13.3318
REGION,UGELKEBP00,UGEL01,2056.0,12.6231
REGION,UGELKEBP00,UGEL01,2057.0,12.4055
REGION,UGELKEBP00,UGEL01,2058.0,12.8027
REGION,UGELKEBP00,UGEL01,2059.0,12.7273
REGION,UGELKEBP00,UGEL01,2060.0,12.5915
REGION,UGELKEBP00,UGEL01,2061.0,12.0717
REGION,UGELKEBP00,UGEL01,2062.0,12.0717
REGION,UGELKEBP00,UGEL01,2063.0,12.0717
REGION,UGELKEBP00,UGEL01,2064.0,12.2439
REGION,UGELKEBP00,UGEL01,2065.0,11.0615
REGION,UGELKEBP00,UGEL01,2066.0,9.9715
REGION,UGELKEBP00,UGEL01,2067.0,9.596
REGION,UGELKEBP00,UGEL01,2068.0,9.2025
REGION,UGELKEBP00,UGEL01,2069.0,8.3296
REGION,UGELKEBP00,UGEL01,2070.0,7.8713
REGION,UGELRWBP00,RWEL01,2019.0,8.987
REGION,UGELRWBP00,RWEL01,2020.0,0.3621
REGION,UGELRWBP00,RWEL01,2021.0,1.9227
REGION,UGELRWBP00,RWEL01,2022.0,9.9147
REGION,UGELRWBP00,RWEL01,2023.0,11.3091
REGION,UGELRWBP00,RWEL01,2024.0,11.6879
REGION,UGELRWBP00,RWEL01,2025.0,10.4473
REGION,UGELRWBP00,RWEL01,2026.0,8.6208
REGION,UGELRWBP00,RWEL01,2027.0,3.7304
REGION,UGELRWBP00,RWEL01,2028.0,2.826
REGION,UGELRWBP00,RWEL01,2029.0,0.1779
REGION,UGELRWBP00,RWEL01,2070.0,0.0
REGION,UGELRWBP00,UGEL01,2015.0,9.6421
REGION,UGELRWBP00,UGEL01,2016.0,3.9334
REGION,UGELRWBP00,UGEL01,2017.0,4.6579
REGION,UGELRWBP00,UGEL01,2018.0,1.8838
REGION,UGELRWBP00,UGEL01,2031.0,0.0611
REGION,UGELRWBP00,UGEL01,2032.0,0.6568
REGION,UGELRWBP00,UGEL01,2033.0,0.5084
REGION,UGELRWBP00,UGEL01,2034.0,3.3083
REGION,UGELRWBP00,UGEL01,2035.0,7.4669
REGION,UGELRWBP00,UGEL01,2036.0,9.3129
REGION,UGELRWBP00,UGEL01,2037.0,11.5455
REGION,UGELRWBP00,UGEL01,2038.0,10.4043
REGION,UGELRWBP00,UGEL01,2039.0,10.2733
REGION,UGELRWBP00,UGEL01,2040.0,7.7723
REGION,UGELRWBP00,UGEL01,2041.0,9.7376
REGION,UGELRWBP00,UGEL01,2042.0,9.5112
REGION,UGELRWBP00,UGEL01,2043.0,10.2184
REGION,UGELRWBP00,UGEL01,2044.0,9.7587
REGION,UGELRWBP00,UGEL01,2045.0,10.5322
REGION,UGELRWBP00,UGEL01,2046.0,10.228
REGION,UGELRWBP00,UGEL01,2047.0,8.7043
REGION,UGELRWBP00,UGEL01,2048.0,10.2429
REGION,UGELRWBP00,UGEL01,2049.0,10.7213
REGION,UGELRWBP00,UGEL01,2050.0,11.0207
REGION,UGELRWBP00,UGEL01,2051.0,10.7419
REGION,UGELRWBP00,UGEL01,2052.0,10.7048
REGION,UGELRWBP00,UGEL01,2053.0,10.9046
REGION,UGELRWBP00,UGEL01,2054.0,10.8099
REGION,UGELRWBP00,UGEL01,2055.0,11.0936
REGION,UGELRWBP00,UGEL01,2056.0,11.4719
REGION,UGELRWBP00,UGEL01,2057.0,11.3397
REGION,UGELRWBP00,UGEL01,2058.0,12.6797
REGION,UGELRWBP00,UGEL01,2059.0,12.7331
REGION,UGELRWBP00,UGEL01,2060.0,11.8359
REGION,UGELRWBP00,UGEL01,2061.0,10.7472
REGION,UGELRWBP00,UGEL01,2062.0,6.6751
REGION,UGELRWBP00,UGEL01,2063.0,6.6751
REGION,UGELRWBP00,UGEL01,2064.0,6.9364
REGION,UGELRWBP00,UGEL01,2065.0,6.9413
REGION,UGELRWBP00,UGEL01,2066.0,7.4189
REGION,UGELRWBP00,UGEL01,2067.0,8.0211
REGION,UGELRWBP00,UGEL01,2068.0,9.5261
REGION,UGELRWBP00,UGEL01,2069.0,10.7501
REGION,UGELRWBP00,UGEL01,2070.0,8.1458
REGION,UGELTZBP00,TZEL01,2015.0,2.0971
REGION,UGELTZBP00,TZEL01,2016.0,2.0971
REGION,UGELTZBP00,TZEL01,2017.0,1.7914
REGION,UGELTZBP00,TZEL01,2018.0,1.3107
REGION,UGELTZBP00,TZEL01,2019.0,2.0971
REGION,UGELTZBP00,TZEL01,2070.0,0.0
REGION,UGELTZBP00,UGEL01,2024.0,0.7864
REGION,UGELTZBP00,UGEL01,2025.0,0.9181
REGION,UGELTZBP00,UGEL01,2026.0,2.0971
REGION,UGELTZBP00,UGEL01,2027.0,0.5093
REGION,UGELTZBP00,UGEL01,2028.0,1.156
REGION,UGELTZBP00,UGEL01,2029.0,0.1982
REGION,UGELTZBP00,UGEL01,2030.0,1.0157
REGION,UGELTZBP00,UGEL01,2031.0,0.4299
REGION,UGELTZBP00,UGEL01,2032.0,0.9875
REGION,UGELTZBP00,UGEL01,2033.0,1.3107
REGION,UGELTZBP00,UGEL01,2034.0,1.5089
REGION,UGELTZBP00,UGEL01,2035.0,1.5089
REGION,UGELTZBP00,UGEL01,2036.0,1.5089
REGION,UGELTZBP00,UGEL01,2037.0,1.3107
REGION,UGELTZBP00,UGEL01,2038.0,1.3107
REGION,UGELTZBP00,UGEL01,2039.0,1.5089
REGION,UGELTZBP00,UGEL01,2040.0,4.0859
REGION,UGELTZBP00,UGEL01,2041.0,4.961
REGION,UGELTZBP00,UGEL01,2042.0,9.1383
REGION,UGELTZBP00,UGEL01,2043.0,13.1322
REGION,UGELTZBP00,UGEL01,2044.0,16.2007
REGION,UGELTZBP00,UGEL01,2045.0,20.3176
REGION,UGELTZBP00,UGEL01,2046.0,21.496
REGION,UGELTZBP00,UGEL01,2047.0,24.2231
REGION,UGELTZBP00,UGEL01,2048.0,27.7854
REGION,UGELTZBP00,UGEL01,2049.0,35.4411
REGION,UGELTZBP00,UGEL01,2050.0,44.4587
REGION,UGELTZBP00,UGEL01,2051.0,48.3675
REGION,UGELTZBP00,UGEL01,2052.0,55.2254
REGION,UGELTZBP00,UGEL01,2053.0,59.7292
REGION,UGELTZBP00,UGEL01,2054.0,64.6206
REGION,UGELTZBP00,UGEL01,2055.0,70.2162
REGION,UGELTZBP00,UGEL01,2056.0,76.4005
REGION,UGELTZBP00,UGEL01,2057.0,83.3983
REGION,UGELTZBP00,UGEL01,2058.0,87.6793
REGION,UGELTZBP00,UGEL01,2059.0,83.3554
REGION,UGELTZBP00,UGEL01,2060.0,80.039
REGION,UGELTZBP00,UGEL01,2061.0,84.4504
REGION,UGELTZBP00,UGEL01,2062.0,90.0059
REGION,UGELTZBP00,UGEL01,2063.0,94.0736
REGION,UGELTZBP00,UGEL01,2064.0,96.1418
REGION,UGELTZBP00,UGEL01,2065.0,100.8958
REGION,UGELTZBP00,UGEL01,2066.0,103.0174
REGION,UGELTZBP00,UGEL01,2067.0,105.3662
REGION,UGELTZBP00,UGEL01,2068.0,110.1259
REGION,UGELTZBP00,UGEL01,2069.0,111.6687
REGION,UGELTZBP00,UGEL01,2070.0,107.1
REGION,UGETHANOLX,UGETHA,2070.0,0.0
REGION,UGFW00P00X,UGFW3X,2015.0,461.567
REGION,UGFW00P00X,UGFW3X,2016.0,481.3927
REGION,UGFW00P00X,UGFW3X,2017.0,502.07
REGION,UGFW00P00X,UGFW3X,2018.0,523.6355
REGION,UGFW00P00X,UGFW3X,2019.0,546.1273
REGION,UGFW00P00X,UGFW3X,2020.0,569.5851
REGION,UGFW00P00X,UGFW3X,2021.0,573.1363
REGION,UGFW00P00X,UGFW3X,2022.0,577.076
REGION,UGFW00P00X,UGFW3X,2023.0,581.3746
REGION,UGFW00P00X,UGFW3X,2024.0,586.0079
REGION,UGFW00P00X,UGFW3X,2025.0,590.9549
REGION,UGFW00P00X,UGFW3X,2026.0,594.6255
REGION,UGFW00P00X,UGFW3X,2027.0,598.7296
REGION,UGFW00P00X,UGFW3X,2028.0,603.225
REGION,UGFW00P00X,UGFW3X,2029.0,608.074
REGION,UGFW00P00X,UGFW3X,2030.0,613.2461
REGION,UGFW00P00X,UGFW3X,2031.0,613.1546
REGION,UGFW00P00X,UGFW3X,2032.0,613.2528
REGION,UGFW00P00X,UGFW3X,2033.0,613.5122
REGION,UGFW00P00X,UGFW3X,2034.0,613.9108
REGION,UGFW00P00X,UGFW3X,2035.0,621.9179
REGION,UGFW00P00X,UGFW3X,2036.0,624.3467
REGION,UGFW00P00X,UGFW3X,2037.0,626.7227
REGION,UGFW00P00X,UGFW3X,2038.0,629.0563
REGION,UGFW00P00X,UGFW3X,2039.0,631.3578
REGION,UGFW00P00X,UGFW3X,2040.0,633.6351
REGION,UGFW00P00X,UGFW3X,2041.0,632.5099
REGION,UGFW00P00X,UGFW3X,2042.0,631.4132
REGION,UGFW00P00X,UGFW3X,2043.0,630.3434
REGION,UGFW00P00X,UGFW3X,2044.0,629.2988
REGION,UGFW00P00X,UGFW3X,2045.0,628.2776
REGION,UGFW00P00X,UGFW3X,2046.0,627.5142
REGION,UGFW00P00X,UGFW3X,2047.0,626.752
REGION,UGFW00P00X,UGFW3X,2048.0,625.9895
REGION,UGFW00P00X,UGFW3X,2049.0,625.2243
REGION,UGFW00P00X,UGFW3X,2050.0,624.4545
REGION,UGFW00P00X,UGFW3X,2051.0,623.4829
REGION,UGFW00P00X,UGFW3X,2052.0,622.5083
REGION,UGFW00P00X,UGFW3X,2053.0,621.5284
REGION,UGFW00P00X,UGFW3X,2054.0,620.5405
REGION,UGFW00P00X,UGFW3X,2055.0,619.5431
REGION,UGFW00P00X,UGFW3X,2056.0,618.5362
REGION,UGFW00P00X,UGFW3X,2057.0,617.5201
REGION,UGFW00P00X,UGFW3X,2058.0,616.4951
REGION,UGFW00P00X,UGFW3X,2059.0,615.4612
REGION,UGFW00P00X,UGFW3X,2060.0,614.419
REGION,UGFW00P00X,UGFW3X,2061.0,613.1486
REGION,UGFW00P00X,UGFW3X,2062.0,611.872
REGION,UGFW00P00X,UGFW3X,2063.0,610.5902
REGION,UGFW00P00X,UGFW3X,2064.0,609.3048
REGION,UGFW00P00X,UGFW3X,2065.0,608.0167
REGION,UGFW00P00X,UGFW3X,2066.0,606.7263
REGION,UGFW00P00X,UGFW3X,2067.0,605.4339
REGION,UGFW00P00X,UGFW3X,2068.0,604.1399
REGION,UGFW00P00X,UGFW3X,2069.0,602.8449
REGION,UGFW00P00X,UGFW3X,2070.0,601.5489
REGION,UGGOCVP02N,UGEL01,2028.0,1.3403
REGION,UGGOCVP02N,UGEL01,2029.0,4.0208
REGION,UGGOCVP02N,UGEL01,2030.0,6.7014
REGION,UGGOCVP02N,UGEL01,2031.0,9.382
REGION,UGGOCVP02N,UGEL01,2032.0,12.0625
REGION,UGGOCVP02N,UGEL01,2033.0,12.0625
REGION,UGGOCVP02N,UGEL01,2034.0,12.0625
REGION,UGGOCVP02N,UGEL01,2035.0,12.0625
REGION,UGGOCVP02N,UGEL01,2036.0,12.0625
REGION,UGGOCVP02N,UGEL01,2037.0,12.0625
REGION,UGGOCVP02N,UGEL01,2038.0,12.0625
REGION,UGGOCVP02N,UGEL01,2039.0,12.0625
REGION,UGGOCVP02N,UGEL01,2040.0,12.0625
