r,t,f,y,UseByTechnologyAnnual
REGION,AOEL00TDTX,AOEL02,2057.0,507.4753
REGION,AOEL00TDTX,AOEL02,2058.0,529.0106
REGION,AOEL00TDTX,AOEL02,2059.0,551.4049
REGION,AOEL00TDTX,AOEL02,2060.0,574.6924
REGION,AOEL00TDTX,AOEL02,2061.0,592.4454
REGION,AOEL00TDTX,AOEL02,2062.0,598.931
REGION,AOEL00TDTX,AOEL02,2063.0,605.7013
REGION,AOEL00TDTX,AOEL02,2064.0,615.0033
REGION,AOEL00TDTX,AOEL02,2065.0,622.0482
REGION,AOEL00TDTX,AOEL02,2066.0,631.1932
REGION,AOEL00TDTX,AOEL02,2067.0,640.0546
REGION,AOEL00TDTX,AOEL02,2068.0,651.2118
REGION,AOEL00TDTX,AOEL02,2069.0,664.3893
REGION,AOEL00TDTX,AOEL02,2070.0,679.7126
REGION,AOELCDBP00,AOEL01,2019.0,18.9216
REGION,AOELCDBP00,AOEL01,2020.0,18.3681
REGION,AOELCDBP00,AOEL01,2021.0,14.5432
REGION,AOELCDBP00,AOEL01,2022.0,8.1128
REGION,AOELCDBP00,AOEL01,2023.0,5.2458
REGION,AOELCDBP00,AOEL01,2024.0,14.6484
REGION,AOELCDBP00,AOEL01,2025.0,11.1593
REGION,AOELCDBP00,AOEL01,2026.0,7.0627
REGION,AOELCDBP00,AOEL01,2027.0,6.377
REGION,AOELCDBP00,AOEL01,2028.0,5.35
REGION,AOELCDBP00,AOEL01,2029.0,4.67
REGION,AOELCDBP00,AOEL01,2030.0,6.648
REGION,AOELCDBP00,AOEL01,2031.0,6.9084
REGION,AOELCDBP00,AOEL01,2032.0,6.7029
REGION,AOELCDBP00,AOEL01,2033.0,5.1738
REGION,AOELCDBP00,AOEL01,2034.0,3.3979
REGION,AOELCDBP00,AOEL01,2035.0,6.0526
REGION,AOELCDBP00,AOEL01,2036.0,5.8571
REGION,AOELCDBP00,AOEL01,2037.0,5.895
REGION,AOELCDBP00,AOEL01,2038.0,6.2936
REGION,AOELCDBP00,AOEL01,2039.0,6.1802
REGION,AOELCDBP00,AOEL01,2040.0,3.9182
REGION,AOELCDBP00,AOEL01,2041.0,4.0209
REGION,AOELCDBP00,AOEL01,2042.0,2.7904
REGION,AOELCDBP00,AOEL01,2043.0,2.5262
REGION,AOELCDBP00,AOEL01,2044.0,3.3077
REGION,AOELCDBP00,AOEL01,2045.0,3.6041
REGION,AOELCDBP00,AOEL01,2046.0,3.1081
REGION,AOELCDBP00,AOEL01,2047.0,1.5161
REGION,AOELCDBP00,AOEL01,2048.0,0.3044
REGION,AOELCDBP00,AOEL01,2049.0,0.1169
REGION,AOELCDBP00,AOEL01,2051.0,0.3942
REGION,AOELCDBP00,AOEL01,2052.0,0.7423
REGION,AOELCDBP00,AOEL01,2053.0,0.3668
REGION,AOELCDBP00,AOEL01,2054.0,0.4987
REGION,AOELCDBP00,AOEL01,2060.0,1.1203
REGION,AOELCDBP00,AOEL01,2061.0,2.0316
REGION,AOELCDBP00,AOEL01,2062.0,1.751
REGION,AOELCDBP00,AOEL01,2069.0,0.6437
REGION,AOELCDBP00,AOEL01,2070.0,7.0
REGION,AOELCDBP00,CDEL01,2027.0,3.7665
REGION,AOELCDBP00,CDEL01,2028.0,4.373
REGION,AOELCDBP00,CDEL01,2029.0,4.384
REGION,AOELCDBP00,CDEL01,2030.0,3.1531
REGION,AOELCDBP00,CDEL01,2031.0,4.4459
REGION,AOELCDBP00,CDEL01,2032.0,6.3149
REGION,AOELCDBP00,CDEL01,2033.0,8.8596
REGION,AOELCDBP00,CDEL01,2034.0,11.826
REGION,AOELCDBP00,CDEL01,2035.0,6.3765
REGION,AOELCDBP00,CDEL01,2036.0,8.3796
REGION,AOELCDBP00,CDEL01,2037.0,10.8909
REGION,AOELCDBP00,CDEL01,2038.0,11.1347
REGION,AOELCDBP00,CDEL01,2039.0,11.0229
REGION,AOELCDBP00,CDEL01,2040.0,11.826
REGION,AOELCDBP00,CDEL01,2041.0,11.826
REGION,AOELCDBP00,CDEL01,2042.0,11.826
REGION,AOELCDBP00,CDEL01,2043.0,11.9616
REGION,AOELCDBP00,CDEL01,2044.0,11.826
REGION,AOELCDBP00,CDEL01,2045.0,11.826
REGION,AOELCDBP00,CDEL01,2046.0,12.1983
REGION,AOELCDBP00,CDEL01,2047.0,13.411
REGION,AOELCDBP00,CDEL01,2048.0,13.9353
REGION,AOELCDBP00,CDEL01,2049.0,14.3608
REGION,AOELCDBP00,CDEL01,2050.0,13.9464
REGION,AOELCDBP00,CDEL01,2051.0,14.1355
REGION,AOELCDBP00,CDEL01,2052.0,14.1206
REGION,AOELCDBP00,CDEL01,2053.0,14.539
REGION,AOELCDBP00,CDEL01,2054.0,14.754
REGION,AOELCDBP00,CDEL01,2055.0,16.4795
REGION,AOELCDBP00,CDEL01,2056.0,17.0802
REGION,AOELCDBP00,CDEL01,2057.0,16.3858
REGION,AOELCDBP00,CDEL01,2058.0,16.1553
REGION,AOELCDBP00,CDEL01,2059.0,15.8604
REGION,AOELCDBP00,CDEL01,2060.0,16.0056
REGION,AOELCDBP00,CDEL01,2061.0,14.1791
REGION,AOELCDBP00,CDEL01,2062.0,14.219
REGION,AOELCDBP00,CDEL01,2063.0,15.734
REGION,AOELCDBP00,CDEL01,2064.0,16.653
REGION,AOELCDBP00,CDEL01,2065.0,18.9216
REGION,AOELCDBP00,CDEL01,2066.0,18.9216
REGION,AOELCDBP00,CDEL01,2067.0,14.2549
REGION,AOELCDBP00,CDEL01,2068.0,10.9376
REGION,AOELCDBP00,CDEL01,2069.0,8.8452
REGION,AOELCDBP00,CDEL01,2070.0,6.5241
REGION,AOFW00P00X,AOBIOM,2015.0,266.7886
REGION,AOFW00P00X,AOBIOM,2016.0,272.1305
REGION,AOFW00P00X,AOBIOM,2017.0,398.2066
REGION,AOFW00P00X,AOBIOM,2018.0,524.2826
REGION,AOFW00P00X,AOBIOM,2019.0,650.3586
REGION,AOFW00P00X,AOBIOM,2020.0,776.4347
REGION,AOFW00P00X,AOBIOM,2021.0,788.5046
REGION,AOFW00P00X,AOBIOM,2022.0,800.5394
REGION,AOFW00P00X,AOBIOM,2023.0,812.5589
REGION,AOFW00P00X,AOBIOM,2024.0,824.5801
REGION,AOFW00P00X,AOBIOM,2025.0,836.6182
REGION,AOFW00P00X,AOBIOM,2026.0,847.8519
REGION,AOFW00P00X,AOBIOM,2027.0,859.141
REGION,AOFW00P00X,AOBIOM,2028.0,870.4953
REGION,AOFW00P00X,AOBIOM,2029.0,881.9237
REGION,AOFW00P00X,AOBIOM,2030.0,893.4336
REGION,AOFW00P00X,AOBIOM,2031.0,916.1371
REGION,AOFW00P00X,AOBIOM,2032.0,936.5037
REGION,AOFW00P00X,AOBIOM,2033.0,954.8737
REGION,AOFW00P00X,AOBIOM,2034.0,971.5244
REGION,AOFW00P00X,AOBIOM,2035.0,893.6163
REGION,AOFW00P00X,AOBIOM,2036.0,893.9877
REGION,AOFW00P00X,AOBIOM,2037.0,894.3541
REGION,AOFW00P00X,AOBIOM,2038.0,894.7158
REGION,AOFW00P00X,AOBIOM,2039.0,895.0731
REGION,AOFW00P00X,AOBIOM,2040.0,895.4262
REGION,AOFW00P00X,AOBIOM,2041.0,892.039
REGION,AOFW00P00X,AOBIOM,2042.0,888.6563
REGION,AOFW00P00X,AOBIOM,2043.0,885.2789
REGION,AOFW00P00X,AOBIOM,2044.0,881.9074
REGION,AOFW00P00X,AOBIOM,2045.0,878.5423
REGION,AOFW00P00X,AOBIOM,2046.0,875.0928
REGION,AOFW00P00X,AOBIOM,2047.0,871.6578
REGION,AOFW00P00X,AOBIOM,2048.0,868.237
REGION,AOFW00P00X,AOBIOM,2049.0,864.8305
REGION,AOFW00P00X,AOBIOM,2050.0,861.4383
REGION,AOFW00P00X,AOBIOM,2051.0,857.7863
REGION,AOFW00P00X,AOBIOM,2052.0,854.151
REGION,AOFW00P00X,AOBIOM,2053.0,850.5327
REGION,AOFW00P00X,AOBIOM,2054.0,846.9319
REGION,AOFW00P00X,AOBIOM,2055.0,843.3487
REGION,AOFW00P00X,AOBIOM,2056.0,839.7831
REGION,AOFW00P00X,AOBIOM,2057.0,836.2348
REGION,AOFW00P00X,AOBIOM,2058.0,832.7036
REGION,AOFW00P00X,AOBIOM,2059.0,829.1893
REGION,AOFW00P00X,AOBIOM,2060.0,825.6916
REGION,AOFW00P00X,AOBIOM,2061.0,821.9153
REGION,AOFW00P00X,AOBIOM,2062.0,818.1577
REGION,AOFW00P00X,AOBIOM,2063.0,814.4183
REGION,AOFW00P00X,AOBIOM,2064.0,810.6964
REGION,AOFW00P00X,AOBIOM,2065.0,806.9916
REGION,AOFW00P00X,AOBIOM,2066.0,803.3035
REGION,AOFW00P00X,AOBIOM,2067.0,799.632
REGION,AOFW00P00X,AOBIOM,2068.0,795.9766
REGION,AOFW00P00X,AOBIOM,2069.0,792.3369
REGION,AOFW00P00X,AOBIOM,2070.0,788.7125
REGION,AOHE00T00X,AOHE2X,2070.0,0.0
REGION,AOHF00E00X,AOHFOI,2015.0,3.2474
REGION,AOHF00E00X,AOHFOI,2016.0,3.1949
REGION,AOHF00E00X,AOHFOI,2017.0,3.7262
REGION,AOHF00E00X,AOHFOI,2018.0,2.7819
REGION,AOHF00E00X,AOHFOI,2019.0,2.7819
REGION,AOHF00E00X,AOHFOI,2020.0,2.7819
REGION,AOHF00E00X,AOHFOI,2021.0,2.7124
REGION,AOHF00E00X,AOHFOI,2022.0,2.6428
REGION,AOHF00E00X,AOHFOI,2023.0,2.5733
REGION,AOHF00E00X,AOHFOI,2024.0,2.5037
REGION,AOHF00E00X,AOHFOI,2025.0,2.4342
REGION,AOHF00E00X,AOHFOI,2026.0,2.3646
REGION,AOHF00E00X,AOHFOI,2027.0,2.2951
REGION,AOHF00E00X,AOHFOI,2028.0,2.2255
REGION,AOHF00E00X,AOHFOI,2029.0,2.156
REGION,AOHF00E00X,AOHFOI,2030.0,2.0865
REGION,AOHF00E00X,AOHFOI,2031.0,2.0343
REGION,AOHF00E00X,AOHFOI,2032.0,1.9821
REGION,AOHF00E00X,AOHFOI,2033.0,1.93
REGION,AOHF00E00X,AOHFOI,2034.0,1.8778
REGION,AOHF00E00X,AOHFOI,2035.0,1.8256
REGION,AOHF00E00X,AOHFOI,2036.0,1.7735
REGION,AOHF00E00X,AOHFOI,2037.0,1.7213
REGION,AOHF00E00X,AOHFOI,2038.0,1.6692
REGION,AOHF00E00X,AOHFOI,2039.0,1.617
REGION,AOHF00E00X,AOHFOI,2040.0,1.5648
REGION,AOHF00E00X,AOHFOI,2041.0,1.5257
REGION,AOHF00E00X,AOHFOI,2042.0,1.4866
REGION,AOHF00E00X,AOHFOI,2043.0,1.4475
REGION,AOHF00E00X,AOHFOI,2044.0,1.4084
REGION,AOHF00E00X,AOHFOI,2045.0,1.3692
REGION,AOHF00E00X,AOHFOI,2046.0,1.3301
REGION,AOHF00E00X,AOHFOI,2047.0,1.291
REGION,AOHF00E00X,AOHFOI,2048.0,1.2519
REGION,AOHF00E00X,AOHFOI,2049.0,1.2127
REGION,AOHF00E00X,AOHFOI,2050.0,1.1736
REGION,AOHF00E00X,AOHFOI,2051.0,1.1443
REGION,AOHF00E00X,AOHFOI,2052.0,1.1149
REGION,AOHF00E00X,AOHFOI,2053.0,1.0856
REGION,AOHF00E00X,AOHFOI,2054.0,1.0563
REGION,AOHF00E00X,AOHFOI,2055.0,1.0269
REGION,AOHF00E00X,AOHFOI,2056.0,0.9976
REGION,AOHF00E00X,AOHFOI,2057.0,0.9682
REGION,AOHF00E00X,AOHFOI,2058.0,0.9389
REGION,AOHF00E00X,AOHFOI,2059.0,0.9096
REGION,AOHF00E00X,AOHFOI,2060.0,0.8802
REGION,AOHF00E00X,AOHFOI,2061.0,0.8582
REGION,AOHF00E00X,AOHFOI,2062.0,0.8362
REGION,AOHF00E00X,AOHFOI,2063.0,0.8142
REGION,AOHF00E00X,AOHFOI,2064.0,0.7922
REGION,AOHF00E00X,AOHFOI,2065.0,0.7702
REGION,AOHF00E00X,AOHFOI,2066.0,0.7482
REGION,AOHF00E00X,AOHFOI,2067.0,0.7262
REGION,AOHF00E00X,AOHFOI,2068.0,0.7042
REGION,AOHF00E00X,AOHFOI,2069.0,0.6822
REGION,AOHF00E00X,AOHFOI,2070.0,0.6602
REGION,AOHF00P00X,AOHFOI,2015.0,17.3503
REGION,AOHF00P00X,AOHFOI,2016.0,16.7864
REGION,AOHF00P00X,AOHFOI,2017.0,16.6058
REGION,AOHF00P00X,AOHFOI,2018.0,16.4253
REGION,AOHF00P00X,AOHFOI,2019.0,16.2447
REGION,AOHF00P00X,AOHFOI,2020.0,16.0642
REGION,AOHF00P00X,AOHFOI,2021.0,16.728
REGION,AOHF00P00X,AOHFOI,2022.0,17.4144
REGION,AOHF00P00X,AOHFOI,2023.0,18.1246
REGION,AOHF00P00X,AOHFOI,2024.0,18.8596
REGION,AOHF00P00X,AOHFOI,2025.0,19.6206
REGION,AOHF00P00X,AOHFOI,2026.0,20.3888
REGION,AOHF00P00X,AOHFOI,2027.0,21.1847
REGION,AOHF00P00X,AOHFOI,2028.0,22.0096
REGION,AOHF00P00X,AOHFOI,2029.0,22.8645
REGION,AOHF00P00X,AOHFOI,2030.0,23.7509
REGION,AOHF00P00X,AOHFOI,2031.0,25.1889
REGION,AOHF00P00X,AOHFOI,2032.0,26.6311
REGION,AOHF00P00X,AOHFOI,2033.0,28.0838
REGION,AOHF00P00X,AOHFOI,2034.0,29.5525
REGION,AOHF00P00X,AOHFOI,2035.0,28.114
REGION,AOHF00P00X,AOHFOI,2036.0,29.0893
REGION,AOHF00P00X,AOHFOI,2037.0,30.0983
REGION,AOHF00P00X,AOHFOI,2038.0,31.1421
REGION,AOHF00P00X,AOHFOI,2039.0,32.222
REGION,AOHF00P00X,AOHFOI,2040.0,33.3391
REGION,AOHF00P00X,AOHFOI,2041.0,34.2408
REGION,AOHF00P00X,AOHFOI,2042.0,35.1665
REGION,AOHF00P00X,AOHFOI,2043.0,36.1169
REGION,AOHF00P00X,AOHFOI,2044.0,37.0927
REGION,AOHF00P00X,AOHFOI,2045.0,38.0946
REGION,AOHF00P00X,AOHFOI,2046.0,39.1192
REGION,AOHF00P00X,AOHFOI,2047.0,40.1714
REGION,AOHF00P00X,AOHFOI,2048.0,41.252
REGION,AOHF00P00X,AOHFOI,2049.0,42.3616
REGION,AOHF00P00X,AOHFOI,2050.0,43.5012
REGION,AOHF00P00X,AOHFOI,2051.0,44.4482
REGION,AOHF00P00X,AOHFOI,2052.0,45.4159
REGION,AOHF00P00X,AOHFOI,2053.0,46.4048
REGION,AOHF00P00X,AOHFOI,2054.0,47.4153
REGION,AOHF00P00X,AOHFOI,2055.0,48.448
REGION,AOHF00P00X,AOHFOI,2056.0,49.5033
REGION,AOHF00P00X,AOHFOI,2057.0,50.5817
REGION,AOHF00P00X,AOHFOI,2058.0,51.6837
REGION,AOHF00P00X,AOHFOI,2059.0,52.8099
REGION,AOHF00P00X,AOHFOI,2060.0,53.9607
REGION,AOHF00P00X,AOHFOI,2061.0,54.9533
REGION,AOHF00P00X,AOHFOI,2062.0,55.9642
REGION,AOHF00P00X,AOHFOI,2063.0,56.9939
REGION,AOHF00P00X,AOHFOI,2064.0,58.0425
REGION,AOHF00P00X,AOHFOI,2065.0,59.1103
REGION,AOHF00P00X,AOHFOI,2066.0,60.1979
REGION,AOHF00P00X,AOHFOI,2067.0,61.3054
REGION,AOHF00P00X,AOHFOI,2068.0,62.4332
REGION,AOHF00P00X,AOHFOI,2069.0,63.5817
REGION,AOHF00P00X,AOHFOI,2070.0,64.7512
REGION,AOHFGCP01N,AOHFOI,2070.0,0.0
REGION,AOHFGCP01N,AOWAT1,2070.0,0.0
REGION,AOHFGCP01O,AOHFOI,2015.0,1.5716
REGION,AOHFGCP01O,AOHFOI,2016.0,1.5716
REGION,AOHFGCP01O,AOHFOI,2017.0,0.3143
REGION,AOHFGCP01O,AOHFOI,2018.0,0.3143
REGION,AOHFGCP01O,AOHFOI,2019.0,0.3143
REGION,AOHFGCP01O,AOHFOI,2020.0,0.3143
REGION,AOHFGCP01O,AOHFOI,2021.0,0.2986
REGION,AOHFGCP01O,AOHFOI,2022.0,0.5893
REGION,AOHFGCP01O,AOHFOI,2023.0,0.5566
REGION,AOHFGCP01O,AOHFOI,2024.0,0.2515
REGION,AOHFGCP01O,AOHFOI,2025.0,0.2357
REGION,AOHFGCP01O,AOHFOI,2026.0,0.22
REGION,AOHFGCP01O,AOHFOI,2027.0,0.4256
REGION,AOHFGCP01O,AOHFOI,2028.0,0.3929
REGION,AOHFGCP01O,AOHFOI,2029.0,0.3602
REGION,AOHFGCP01O,AOHFOI,2030.0,0.2449
REGION,AOHFGCP01O,AOHFOI,2031.0,0.2204
REGION,AOHFGCP01O,AOHFOI,2032.0,0.1959
REGION,AOHFGCP01O,AOHFOI,2033.0,0.1714
REGION,AOHFGCP01O,AOHFOI,2034.0,0.1469
REGION,AOHFGCP01O,AOHFOI,2035.0,0.0786
REGION,AOHFGCP01O,AOHFOI,2036.0,0.0629
REGION,AOHFGCP01O,AOHFOI,2037.0,0.0471
REGION,AOHFGCP01O,AOHFOI,2038.0,0.0314
REGION,AOHFGCP01O,AOHFOI,2039.0,0.0157
REGION,AOHFGCP01O,AOHFOI,2070.0,0.0
REGION,AOHFGCP01O,AOWAT1,2015.0,0.0561
REGION,AOHFGCP01O,AOWAT1,2016.0,0.0561
REGION,AOHFGCP01O,AOWAT1,2017.0,0.0112
REGION,AOHFGCP01O,AOWAT1,2018.0,0.0112
REGION,AOHFGCP01O,AOWAT1,2019.0,0.0112
REGION,AOHFGCP01O,AOWAT1,2020.0,0.0112
REGION,AOHFGCP01O,AOWAT1,2021.0,0.0107
REGION,AOHFGCP01O,AOWAT1,2022.0,0.021
REGION,AOHFGCP01O,AOWAT1,2023.0,0.0199
REGION,AOHFGCP01O,AOWAT1,2024.0,0.009
REGION,AOHFGCP01O,AOWAT1,2025.0,0.0084
REGION,AOHFGCP01O,AOWAT1,2026.0,0.0079
REGION,AOHFGCP01O,AOWAT1,2027.0,0.0152
REGION,AOHFGCP01O,AOWAT1,2028.0,0.014
REGION,AOHFGCP01O,AOWAT1,2029.0,0.0129
REGION,AOHFGCP01O,AOWAT1,2030.0,0.0087
REGION,AOHFGCP01O,AOWAT1,2031.0,0.0079
REGION,AOHFGCP01O,AOWAT1,2032.0,0.007
REGION,AOHFGCP01O,AOWAT1,2033.0,0.0061
REGION,AOHFGCP01O,AOWAT1,2034.0,0.0052
REGION,AOHFGCP01O,AOWAT1,2035.0,0.0028
REGION,AOHFGCP01O,AOWAT1,2036.0,0.0022
REGION,AOHFGCP01O,AOWAT1,2037.0,0.0017
REGION,AOHFGCP01O,AOWAT1,2038.0,0.0011
REGION,AOHFGCP01O,AOWAT1,2039.0,0.0006
REGION,AOHFGCP01O,AOWAT1,2070.0,0.0
REGION,AOHFGCP02N,AOHFOI,2070.0,0.0
REGION,AOHFGCP02N,AOWAT1,2070.0,0.0
REGION,AOHFGCP02O,AOHFOI,2070.0,0.0
REGION,AOHFGCP02O,AOWAT1,2070.0,0.0
REGION,AOHFGCP03N,AOHFOI,2070.0,0.0
REGION,AOHFGCP03N,AOWAT1,2070.0,0.0
REGION,AOHFGCP03O,AOHFOI,2070.0,0.0
REGION,AOHFGCP03O,AOWAT1,2070.0,0.0
REGION,AOHFGCP04N,AOHFOI,2070.0,0.0
REGION,AOHFGCP04N,AOWAT1,2070.0,0.0
REGION,AOHFGCP04O,AOHFOI,2015.0,14.9093
REGION,AOHFGCP04O,AOHFOI,2016.0,14.9093
REGION,AOHFGCP04O,AOHFOI,2017.0,2.9819
REGION,AOHFGCP04O,AOHFOI,2018.0,2.9819
REGION,AOHFGCP04O,AOHFOI,2019.0,2.9819
REGION,AOHFGCP04O,AOHFOI,2020.0,2.9819
REGION,AOHFGCP04O,AOHFOI,2021.0,2.8328
REGION,AOHFGCP04O,AOHFOI,2022.0,3.312
REGION,AOHFGCP04O,AOHFOI,2023.0,4.9873
REGION,AOHFGCP04O,AOHFOI,2024.0,2.3855
REGION,AOHFGCP04O,AOHFOI,2025.0,2.2364
REGION,AOHFGCP04O,AOHFOI,2026.0,2.0873
REGION,AOHFGCP04O,AOHFOI,2027.0,4.0379
REGION,AOHFGCP04O,AOHFOI,2028.0,3.7273
REGION,AOHFGCP04O,AOHFOI,2029.0,3.4167
REGION,AOHFGCP04O,AOHFOI,2030.0,2.3232
REGION,AOHFGCP04O,AOHFOI,2031.0,2.0909
REGION,AOHFGCP04O,AOHFOI,2032.0,1.8586
REGION,AOHFGCP04O,AOHFOI,2033.0,1.6262
REGION,AOHFGCP04O,AOHFOI,2034.0,1.3939
REGION,AOHFGCP04O,AOHFOI,2035.0,0.7455
REGION,AOHFGCP04O,AOHFOI,2036.0,0.5964
REGION,AOHFGCP04O,AOHFOI,2037.0,0.4473
REGION,AOHFGCP04O,AOHFOI,2038.0,0.2982
REGION,AOHFGCP04O,AOHFOI,2039.0,0.1491
REGION,AOHFGCP04O,AOHFOI,2070.0,0.0
REGION,AOHFGCP04O,AOWAT1,2015.0,197.6614
REGION,AOHFGCP04O,AOWAT1,2016.0,197.6614
REGION,AOHFGCP04O,AOWAT1,2017.0,39.5323
REGION,AOHFGCP04O,AOWAT1,2018.0,39.5323
REGION,AOHFGCP04O,AOWAT1,2019.0,39.5323
REGION,AOHFGCP04O,AOWAT1,2020.0,39.5323
REGION,AOHFGCP04O,AOWAT1,2021.0,37.5557
REGION,AOHFGCP04O,AOWAT1,2022.0,43.9086
REGION,AOHFGCP04O,AOWAT1,2023.0,66.1196
REGION,AOHFGCP04O,AOWAT1,2024.0,31.6258
REGION,AOHFGCP04O,AOWAT1,2025.0,29.6492
REGION,AOHFGCP04O,AOWAT1,2026.0,27.6726
REGION,AOHFGCP04O,AOWAT1,2027.0,53.5333
REGION,AOHFGCP04O,AOWAT1,2028.0,49.4153
REGION,AOHFGCP04O,AOWAT1,2029.0,45.2974
REGION,AOHFGCP04O,AOWAT1,2030.0,30.8
REGION,AOHFGCP04O,AOWAT1,2031.0,27.72
REGION,AOHFGCP04O,AOWAT1,2032.0,24.64
REGION,AOHFGCP04O,AOWAT1,2033.0,21.56
REGION,AOHFGCP04O,AOWAT1,2034.0,18.48
REGION,AOHFGCP04O,AOWAT1,2035.0,9.8831
REGION,AOHFGCP04O,AOWAT1,2036.0,7.9065
REGION,AOHFGCP04O,AOWAT1,2037.0,5.9298
REGION,AOHFGCP04O,AOWAT1,2038.0,3.9532
REGION,AOHFGCP04O,AOWAT1,2039.0,1.9766
REGION,AOHFGCP04O,AOWAT1,2070.0,0.0
REGION,AOLF00E00X,AOLFOI,2015.0,37.3447
REGION,AOLF00E00X,AOLFOI,2016.0,36.741
REGION,AOLF00E00X,AOLFOI,2017.0,42.8513
REGION,AOLF00E00X,AOLFOI,2018.0,31.9922
REGION,AOLF00E00X,AOLFOI,2019.0,31.9922
REGION,AOLF00E00X,AOLFOI,2020.0,31.9922
REGION,AOLF00E00X,AOLFOI,2021.0,31.1924
REGION,AOLF00E00X,AOLFOI,2022.0,30.3926
REGION,AOLF00E00X,AOLFOI,2023.0,29.5928
REGION,AOLF00E00X,AOLFOI,2024.0,28.793
REGION,AOLF00E00X,AOLFOI,2025.0,27.9932
REGION,AOLF00E00X,AOLFOI,2026.0,27.1934
REGION,AOLF00E00X,AOLFOI,2027.0,26.3936
REGION,AOLF00E00X,AOLFOI,2028.0,25.5938
REGION,AOLF00E00X,AOLFOI,2029.0,24.794
REGION,AOLF00E00X,AOLFOI,2030.0,23.9942
REGION,AOLF00E00X,AOLFOI,2031.0,23.3943
REGION,AOLF00E00X,AOLFOI,2032.0,22.7945
REGION,AOLF00E00X,AOLFOI,2033.0,22.1946
REGION,AOLF00E00X,AOLFOI,2034.0,21.5948
REGION,AOLF00E00X,AOLFOI,2035.0,20.9949
REGION,AOLF00E00X,AOLFOI,2036.0,20.3951
REGION,AOLF00E00X,AOLFOI,2037.0,19.7952
REGION,AOLF00E00X,AOLFOI,2038.0,19.1953
REGION,AOLF00E00X,AOLFOI,2039.0,18.5955
REGION,AOLF00E00X,AOLFOI,2040.0,17.9956
REGION,AOLF00E00X,AOLFOI,2041.0,17.5457
REGION,AOLF00E00X,AOLFOI,2042.0,17.0959
REGION,AOLF00E00X,AOLFOI,2043.0,16.646
REGION,AOLF00E00X,AOLFOI,2044.0,16.1961
REGION,AOLF00E00X,AOLFOI,2045.0,15.7462
REGION,AOLF00E00X,AOLFOI,2046.0,15.2963
REGION,AOLF00E00X,AOLFOI,2047.0,14.8464
REGION,AOLF00E00X,AOLFOI,2048.0,14.3965
REGION,AOLF00E00X,AOLFOI,2049.0,13.9466
REGION,AOLF00E00X,AOLFOI,2050.0,13.4967
REGION,AOLF00E00X,AOLFOI,2051.0,13.1593
REGION,AOLF00E00X,AOLFOI,2052.0,12.8219
REGION,AOLF00E00X,AOLFOI,2053.0,12.4845
REGION,AOLF00E00X,AOLFOI,2054.0,12.1471
REGION,AOLF00E00X,AOLFOI,2055.0,11.8096
REGION,AOLF00E00X,AOLFOI,2056.0,11.4722
REGION,AOLF00E00X,AOLFOI,2057.0,11.1348
REGION,AOLF00E00X,AOLFOI,2058.0,10.7974
REGION,AOLF00E00X,AOLFOI,2059.0,10.46
REGION,AOLF00E00X,AOLFOI,2060.0,10.1225
REGION,AOLF00E00X,AOLFOI,2061.0,9.8695
REGION,AOLF00E00X,AOLFOI,2062.0,9.6164
REGION,AOLF00E00X,AOLFOI,2063.0,9.3634
REGION,AOLF00E00X,AOLFOI,2064.0,9.1103
REGION,AOLF00E00X,AOLFOI,2065.0,8.8572
REGION,AOLF00E00X,AOLFOI,2066.0,8.6042
REGION,AOLF00E00X,AOLFOI,2067.0,8.3511
REGION,AOLF00E00X,AOLFOI,2068.0,8.098
REGION,AOLF00E00X,AOLFOI,2069.0,7.845
REGION,AOLF00E00X,AOLFOI,2070.0,7.5919
REGION,AOLF00P00X,AOLFOI,2015.0,199.5283
REGION,AOLF00P00X,AOLFOI,2016.0,193.0435
REGION,AOLF00P00X,AOLFOI,2017.0,190.9671
REGION,AOLF00P00X,AOLFOI,2018.0,188.8907
REGION,AOLF00P00X,AOLFOI,2019.0,186.8143
REGION,AOLF00P00X,AOLFOI,2020.0,184.7379
REGION,AOLF00P00X,AOLFOI,2021.0,192.372
REGION,AOLF00P00X,AOLFOI,2022.0,200.2658
REGION,AOLF00P00X,AOLFOI,2023.0,208.4324
REGION,AOLF00P00X,AOLFOI,2024.0,216.8851
REGION,AOLF00P00X,AOLFOI,2025.0,225.6372
REGION,AOLF00P00X,AOLFOI,2026.0,234.4714
REGION,AOLF00P00X,AOLFOI,2027.0,243.6244
REGION,AOLF00P00X,AOLFOI,2028.0,253.11
REGION,AOLF00P00X,AOLFOI,2029.0,262.9422
REGION,AOLF00P00X,AOLFOI,2030.0,273.1354
REGION,AOLF00P00X,AOLFOI,2031.0,289.6722
REGION,AOLF00P00X,AOLFOI,2032.0,306.2574
REGION,AOLF00P00X,AOLFOI,2033.0,322.9637
REGION,AOLF00P00X,AOLFOI,2034.0,339.8538
REGION,AOLF00P00X,AOLFOI,2035.0,323.3108
REGION,AOLF00P00X,AOLFOI,2036.0,334.5271
REGION,AOLF00P00X,AOLFOI,2037.0,346.1305
REGION,AOLF00P00X,AOLFOI,2038.0,358.1345
REGION,AOLF00P00X,AOLFOI,2039.0,370.5529
REGION,AOLF00P00X,AOLFOI,2040.0,383.4001
REGION,AOLF00P00X,AOLFOI,2041.0,393.769
REGION,AOLF00P00X,AOLFOI,2042.0,404.4145
