r,t,f,y,UseByTechnologyAnnual
REGION,GHNGCCP02N,GHGASF,2044.0,21.2022
REGION,GHNGCCP02N,GHGASF,2045.0,21.1672
REGION,GHNGCCP02N,GHGASF,2046.0,21.1322
REGION,GHNGCCP02N,GHGASF,2047.0,21.0974
REGION,GHNGCCP02N,GHGASF,2070.0,0.0
REGION,GHNGCCP02N,GHWAT1,2018.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2019.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2020.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2021.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2022.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2023.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2024.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2025.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2026.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2027.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2028.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2029.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2030.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2031.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2032.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2033.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2034.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2035.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2036.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2037.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2038.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2039.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2040.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2041.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2042.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2043.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2044.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2045.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2046.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2047.0,3.3687
REGION,GHNGCCP02N,GHWAT1,2070.0,0.0
REGION,GHNGCCP02O,GHGASF,2015.0,20.7336
REGION,GHNGCCP02O,GHGASF,2016.0,20.7336
REGION,GHNGCCP02O,GHGASF,2017.0,20.7336
REGION,GHNGCCP02O,GHGASF,2018.0,20.7336
REGION,GHNGCCP02O,GHGASF,2019.0,20.7336
REGION,GHNGCCP02O,GHGASF,2020.0,20.7336
REGION,GHNGCCP02O,GHGASF,2021.0,19.6969
REGION,GHNGCCP02O,GHGASF,2022.0,18.6602
REGION,GHNGCCP02O,GHGASF,2023.0,17.6236
REGION,GHNGCCP02O,GHGASF,2024.0,3.3174
REGION,GHNGCCP02O,GHGASF,2025.0,15.5502
REGION,GHNGCCP02O,GHGASF,2026.0,14.5135
REGION,GHNGCCP02O,GHGASF,2027.0,13.4768
REGION,GHNGCCP02O,GHGASF,2028.0,12.4402
REGION,GHNGCCP02O,GHGASF,2029.0,11.4035
REGION,GHNGCCP02O,GHGASF,2030.0,10.3668
REGION,GHNGCCP02O,GHGASF,2031.0,9.3301
REGION,GHNGCCP02O,GHGASF,2032.0,8.2934
REGION,GHNGCCP02O,GHGASF,2033.0,7.2568
REGION,GHNGCCP02O,GHGASF,2034.0,6.2201
REGION,GHNGCCP02O,GHGASF,2035.0,5.1834
REGION,GHNGCCP02O,GHGASF,2036.0,4.1467
REGION,GHNGCCP02O,GHGASF,2037.0,3.11
REGION,GHNGCCP02O,GHGASF,2038.0,2.0734
REGION,GHNGCCP02O,GHGASF,2039.0,1.0367
REGION,GHNGCCP02O,GHGASF,2070.0,0.0
REGION,GHNGCCP02O,GHWAT1,2015.0,3.1636
REGION,GHNGCCP02O,GHWAT1,2016.0,3.1636
REGION,GHNGCCP02O,GHWAT1,2017.0,3.1636
REGION,GHNGCCP02O,GHWAT1,2018.0,3.1636
REGION,GHNGCCP02O,GHWAT1,2019.0,3.1636
REGION,GHNGCCP02O,GHWAT1,2020.0,3.1636
REGION,GHNGCCP02O,GHWAT1,2021.0,3.0054
REGION,GHNGCCP02O,GHWAT1,2022.0,2.8473
REGION,GHNGCCP02O,GHWAT1,2023.0,2.6891
REGION,GHNGCCP02O,GHWAT1,2024.0,0.5062
REGION,GHNGCCP02O,GHWAT1,2025.0,2.3727
REGION,GHNGCCP02O,GHWAT1,2026.0,2.2145
REGION,GHNGCCP02O,GHWAT1,2027.0,2.0564
REGION,GHNGCCP02O,GHWAT1,2028.0,1.8982
REGION,GHNGCCP02O,GHWAT1,2029.0,1.74
REGION,GHNGCCP02O,GHWAT1,2030.0,1.5818
REGION,GHNGCCP02O,GHWAT1,2031.0,1.4236
REGION,GHNGCCP02O,GHWAT1,2032.0,1.2654
REGION,GHNGCCP02O,GHWAT1,2033.0,1.1073
REGION,GHNGCCP02O,GHWAT1,2034.0,0.9491
REGION,GHNGCCP02O,GHWAT1,2035.0,0.7909
REGION,GHNGCCP02O,GHWAT1,2036.0,0.6327
REGION,GHNGCCP02O,GHWAT1,2037.0,0.4745
REGION,GHNGCCP02O,GHWAT1,2038.0,0.3164
REGION,GHNGCCP02O,GHWAT1,2039.0,0.1582
REGION,GHNGCCP02O,GHWAT1,2070.0,0.0
REGION,GHNGCCP03N,GHGASF,2070.0,0.0
REGION,GHNGCCP03N,GHWAT1,2070.0,0.0
REGION,GHNGCCP03O,GHGASF,2070.0,0.0
REGION,GHNGCCP03O,GHWAT1,2070.0,0.0
REGION,GHNGCCP04N,GHGASF,2015.0,5.0599
REGION,GHNGCCP04N,GHGASF,2016.0,5.0599
REGION,GHNGCCP04N,GHGASF,2017.0,5.0599
REGION,GHNGCCP04N,GHGASF,2018.0,10.1198
REGION,GHNGCCP04N,GHGASF,2019.0,10.1198
REGION,GHNGCCP04N,GHGASF,2020.0,10.1198
REGION,GHNGCCP04N,GHGASF,2021.0,10.1024
REGION,GHNGCCP04N,GHGASF,2022.0,10.085
REGION,GHNGCCP04N,GHGASF,2023.0,10.0677
REGION,GHNGCCP04N,GHGASF,2024.0,9.6816
REGION,GHNGCCP04N,GHGASF,2025.0,10.0333
REGION,GHNGCCP04N,GHGASF,2026.0,10.0162
REGION,GHNGCCP04N,GHGASF,2027.0,9.9991
REGION,GHNGCCP04N,GHGASF,2028.0,9.9821
REGION,GHNGCCP04N,GHGASF,2029.0,9.9652
REGION,GHNGCCP04N,GHGASF,2030.0,9.9483
REGION,GHNGCCP04N,GHGASF,2031.0,9.9314
REGION,GHNGCCP04N,GHGASF,2032.0,9.9147
REGION,GHNGCCP04N,GHGASF,2033.0,9.8979
REGION,GHNGCCP04N,GHGASF,2034.0,9.8813
REGION,GHNGCCP04N,GHGASF,2035.0,9.8647
REGION,GHNGCCP04N,GHGASF,2036.0,9.8481
REGION,GHNGCCP04N,GHGASF,2037.0,9.8316
REGION,GHNGCCP04N,GHGASF,2038.0,9.8152
REGION,GHNGCCP04N,GHGASF,2039.0,9.7988
REGION,GHNGCCP04N,GHGASF,2040.0,9.7825
REGION,GHNGCCP04N,GHGASF,2041.0,9.7662
REGION,GHNGCCP04N,GHGASF,2042.0,9.75
REGION,GHNGCCP04N,GHGASF,2043.0,9.7338
REGION,GHNGCCP04N,GHGASF,2044.0,9.7177
REGION,GHNGCCP04N,GHGASF,2045.0,4.8508
REGION,GHNGCCP04N,GHGASF,2046.0,4.8428
REGION,GHNGCCP04N,GHGASF,2047.0,4.8348
REGION,GHNGCCP04N,GHGASF,2070.0,0.0
REGION,GHNGCCP04N,GHWAT1,2015.0,27.7912
REGION,GHNGCCP04N,GHWAT1,2016.0,27.7912
REGION,GHNGCCP04N,GHWAT1,2017.0,27.7912
REGION,GHNGCCP04N,GHWAT1,2018.0,55.5823
REGION,GHNGCCP04N,GHWAT1,2019.0,55.5823
REGION,GHNGCCP04N,GHWAT1,2020.0,1.544
REGION,GHNGCCP04N,GHWAT1,2021.0,1.544
REGION,GHNGCCP04N,GHWAT1,2022.0,1.544
REGION,GHNGCCP04N,GHWAT1,2023.0,1.544
REGION,GHNGCCP04N,GHWAT1,2024.0,1.4873
REGION,GHNGCCP04N,GHWAT1,2025.0,1.544
REGION,GHNGCCP04N,GHWAT1,2026.0,1.544
REGION,GHNGCCP04N,GHWAT1,2027.0,1.544
REGION,GHNGCCP04N,GHWAT1,2028.0,1.544
REGION,GHNGCCP04N,GHWAT1,2029.0,1.544
REGION,GHNGCCP04N,GHWAT1,2030.0,1.544
REGION,GHNGCCP04N,GHWAT1,2031.0,1.544
REGION,GHNGCCP04N,GHWAT1,2032.0,1.544
REGION,GHNGCCP04N,GHWAT1,2033.0,1.544
REGION,GHNGCCP04N,GHWAT1,2034.0,1.544
REGION,GHNGCCP04N,GHWAT1,2035.0,1.544
REGION,GHNGCCP04N,GHWAT1,2036.0,1.544
REGION,GHNGCCP04N,GHWAT1,2037.0,1.544
REGION,GHNGCCP04N,GHWAT1,2038.0,1.544
REGION,GHNGCCP04N,GHWAT1,2039.0,1.544
REGION,GHNGCCP04N,GHWAT1,2040.0,1.544
REGION,GHNGCCP04N,GHWAT1,2041.0,1.544
REGION,GHNGCCP04N,GHWAT1,2042.0,1.544
REGION,GHNGCCP04N,GHWAT1,2043.0,1.544
REGION,GHNGCCP04N,GHWAT1,2044.0,1.544
REGION,GHNGCCP04N,GHWAT1,2045.0,0.772
REGION,GHNGCCP04N,GHWAT1,2046.0,0.772
REGION,GHNGCCP04N,GHWAT1,2047.0,0.772
REGION,GHNGCCP04N,GHWAT1,2070.0,0.0
REGION,GHNGCCP04O,GHGASF,2070.0,0.0
REGION,GHNGCCP04O,GHWAT1,2070.0,0.0
REGION,GHNGGCP01N,GHGASF,2070.0,0.0
REGION,GHNGGCP01N,GHWAT1,2070.0,0.0
REGION,GHNGGCP01O,GHGASF,2070.0,0.0
REGION,GHNGGCP01O,GHWAT1,2070.0,0.0
REGION,GHNGGCP02N,GHGASF,2022.0,23.4272
REGION,GHNGGCP02N,GHGASF,2070.0,0.0
REGION,GHNGGCP02N,GHWAT1,2022.0,11.2983
REGION,GHNGGCP02N,GHWAT1,2070.0,0.0
REGION,GHNGGCP02O,GHGASF,2015.0,7.2604
REGION,GHNGGCP02O,GHGASF,2016.0,7.2604
REGION,GHNGGCP02O,GHGASF,2017.0,7.2604
REGION,GHNGGCP02O,GHGASF,2018.0,7.2604
REGION,GHNGGCP02O,GHGASF,2019.0,7.2604
REGION,GHNGGCP02O,GHGASF,2020.0,7.2604
REGION,GHNGGCP02O,GHGASF,2021.0,6.8973
REGION,GHNGGCP02O,GHGASF,2022.0,6.5343
REGION,GHNGGCP02O,GHGASF,2023.0,6.1713
REGION,GHNGGCP02O,GHGASF,2024.0,5.8083
REGION,GHNGGCP02O,GHGASF,2025.0,5.4453
REGION,GHNGGCP02O,GHGASF,2026.0,5.0822
REGION,GHNGGCP02O,GHGASF,2027.0,4.7192
REGION,GHNGGCP02O,GHGASF,2028.0,4.3562
REGION,GHNGGCP02O,GHGASF,2029.0,3.9932
REGION,GHNGGCP02O,GHGASF,2030.0,3.6302
REGION,GHNGGCP02O,GHGASF,2031.0,3.2672
REGION,GHNGGCP02O,GHGASF,2032.0,2.9041
REGION,GHNGGCP02O,GHGASF,2033.0,2.5411
REGION,GHNGGCP02O,GHGASF,2034.0,2.1781
REGION,GHNGGCP02O,GHGASF,2035.0,1.8151
REGION,GHNGGCP02O,GHGASF,2036.0,1.4521
REGION,GHNGGCP02O,GHGASF,2037.0,1.0891
REGION,GHNGGCP02O,GHGASF,2038.0,0.726
REGION,GHNGGCP02O,GHGASF,2039.0,0.363
REGION,GHNGGCP02O,GHGASF,2070.0,0.0
REGION,GHNGGCP02O,GHWAT1,2015.0,3.4832
REGION,GHNGGCP02O,GHWAT1,2016.0,3.4832
REGION,GHNGGCP02O,GHWAT1,2017.0,3.4832
REGION,GHNGGCP02O,GHWAT1,2018.0,3.4832
REGION,GHNGGCP02O,GHWAT1,2019.0,3.4832
REGION,GHNGGCP02O,GHWAT1,2020.0,3.4832
REGION,GHNGGCP02O,GHWAT1,2021.0,3.309
REGION,GHNGGCP02O,GHWAT1,2022.0,3.1348
REGION,GHNGGCP02O,GHWAT1,2023.0,2.9607
REGION,GHNGGCP02O,GHWAT1,2024.0,2.7865
REGION,GHNGGCP02O,GHWAT1,2025.0,2.6124
REGION,GHNGGCP02O,GHWAT1,2026.0,2.4382
REGION,GHNGGCP02O,GHWAT1,2027.0,2.2641
REGION,GHNGGCP02O,GHWAT1,2028.0,2.0899
REGION,GHNGGCP02O,GHWAT1,2029.0,1.9157
REGION,GHNGGCP02O,GHWAT1,2030.0,1.7416
REGION,GHNGGCP02O,GHWAT1,2031.0,1.5674
REGION,GHNGGCP02O,GHWAT1,2032.0,1.3933
REGION,GHNGGCP02O,GHWAT1,2033.0,1.2191
REGION,GHNGGCP02O,GHWAT1,2034.0,1.0449
REGION,GHNGGCP02O,GHWAT1,2035.0,0.8708
REGION,GHNGGCP02O,GHWAT1,2036.0,0.6966
REGION,GHNGGCP02O,GHWAT1,2037.0,0.5225
REGION,GHNGGCP02O,GHWAT1,2038.0,0.3483
REGION,GHNGGCP02O,GHWAT1,2039.0,0.1742
REGION,GHNGGCP02O,GHWAT1,2070.0,0.0
REGION,GHNGGCP03N,GHGASF,2070.0,0.0
REGION,GHNGGCP03N,GHWAT1,2070.0,0.0
REGION,GHNGGCP03O,GHGASF,2070.0,0.0
REGION,GHNGGCP03O,GHWAT1,2070.0,0.0
REGION,GHNGGCP04N,GHGASF,2070.0,0.0
REGION,GHNGGCP04N,GHWAT1,2070.0,0.0
REGION,GHNGGCP04O,GHGASF,2070.0,0.0
REGION,GHNGGCP04O,GHWAT1,2070.0,0.0
REGION,GHNPCHA00X,GHBIOM,2070.0,0.0
REGION,GHNULWP04N,GHURAN,2070.0,0.0
REGION,GHNULWP04N,GHWAT1,2070.0,0.0
REGION,GHNULWP04O,GHURAN,2070.0,0.0
REGION,GHNULWP04O,GHWAT1,2070.0,0.0
REGION,GHSOC1P00X,GHSOLA,2070.0,0.0
REGION,GHSOC1P00X,GHWAT1,2070.0,0.0
REGION,GHSOC2P00X,GHSOLA,2070.0,0.0
REGION,GHSOC2P00X,GHWAT1,2070.0,0.0
REGION,GHSOU1P03X,GHSOLA,2015.0,0.0989
REGION,GHSOU1P03X,GHSOLA,2016.0,0.0989
REGION,GHSOU1P03X,GHSOLA,2017.0,0.0989
REGION,GHSOU1P03X,GHSOLA,2018.0,0.0989
REGION,GHSOU1P03X,GHSOLA,2019.0,0.0989
REGION,GHSOU1P03X,GHSOLA,2020.0,0.094
REGION,GHSOU1P03X,GHSOLA,2021.0,0.089
REGION,GHSOU1P03X,GHSOLA,2022.0,0.0841
REGION,GHSOU1P03X,GHSOLA,2023.0,0.0791
REGION,GHSOU1P03X,GHSOLA,2024.0,0.0742
REGION,GHSOU1P03X,GHSOLA,2025.0,0.0693
REGION,GHSOU1P03X,GHSOLA,2026.0,0.0643
REGION,GHSOU1P03X,GHSOLA,2027.0,0.0594
REGION,GHSOU1P03X,GHSOLA,2028.0,0.0544
REGION,GHSOU1P03X,GHSOLA,2029.0,0.0495
REGION,GHSOU1P03X,GHSOLA,2030.0,0.0445
REGION,GHSOU1P03X,GHSOLA,2031.0,0.0396
REGION,GHSOU1P03X,GHSOLA,2032.0,0.0346
REGION,GHSOU1P03X,GHSOLA,2033.0,0.0297
REGION,GHSOU1P03X,GHSOLA,2034.0,0.0247
REGION,GHSOU1P03X,GHSOLA,2035.0,0.0198
REGION,GHSOU1P03X,GHSOLA,2036.0,0.0148
REGION,GHSOU1P03X,GHSOLA,2037.0,0.0099
REGION,GHSOU1P03X,GHSOLA,2038.0,0.0049
REGION,GHSOU1P03X,GHSOLA,2070.0,0.0
REGION,GHSOU1P03X,GHWAT1,2015.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2016.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2017.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2018.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2019.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2020.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2021.0,0.0006
REGION,GHSOU1P03X,GHWAT1,2022.0,0.0005
REGION,GHSOU1P03X,GHWAT1,2023.0,0.0005
REGION,GHSOU1P03X,GHWAT1,2024.0,0.0005
REGION,GHSOU1P03X,GHWAT1,2025.0,0.0004
REGION,GHSOU1P03X,GHWAT1,2026.0,0.0004
REGION,GHSOU1P03X,GHWAT1,2027.0,0.0004
REGION,GHSOU1P03X,GHWAT1,2028.0,0.0003
REGION,GHSOU1P03X,GHWAT1,2029.0,0.0003
REGION,GHSOU1P03X,GHWAT1,2030.0,0.0003
REGION,GHSOU1P03X,GHWAT1,2031.0,0.0003
REGION,GHSOU1P03X,GHWAT1,2032.0,0.0002
REGION,GHSOU1P03X,GHWAT1,2033.0,0.0002
REGION,GHSOU1P03X,GHWAT1,2034.0,0.0002
REGION,GHSOU1P03X,GHWAT1,2035.0,0.0001
REGION,GHSOU1P03X,GHWAT1,2036.0,0.0001
REGION,GHSOU1P03X,GHWAT1,2037.0,0.0001
REGION,GHSOU1P03X,GHWAT1,2038.0,0.0
REGION,GHSOU1P03X,GHWAT1,2070.0,0.0
REGION,GHSOV1F01X,GHSOLA,2051.0,1.6309
REGION,GHSOV1F01X,GHSOLA,2052.0,3.0863
REGION,GHSOV1F01X,GHSOLA,2053.0,4.5926
REGION,GHSOV1F01X,GHSOLA,2054.0,5.8768
REGION,GHSOV1F01X,GHSOLA,2055.0,6.2414
REGION,GHSOV1F01X,GHSOLA,2056.0,7.2308
REGION,GHSOV1F01X,GHSOLA,2057.0,7.9893
REGION,GHSOV1F01X,GHSOLA,2058.0,8.9018
REGION,GHSOV1F01X,GHSOLA,2059.0,10.6686
REGION,GHSOV1F01X,GHSOLA,2060.0,12.5866
REGION,GHSOV1F01X,GHSOLA,2061.0,14.5724
REGION,GHSOV1F01X,GHSOLA,2062.0,16.7186
REGION,GHSOV1F01X,GHSOLA,2063.0,19.7643
REGION,GHSOV1F01X,GHSOLA,2064.0,22.2528
REGION,GHSOV1F01X,GHSOLA,2065.0,30.3102
REGION,GHSOV1F01X,GHSOLA,2066.0,32.4412
REGION,GHSOV1F01X,GHSOLA,2067.0,36.3787
REGION,GHSOV1F01X,GHSOLA,2068.0,41.2681
REGION,GHSOV1F01X,GHSOLA,2069.0,44.5733
REGION,GHSOV1F01X,GHSOLA,2070.0,47.0414
REGION,GHSOV1F01X,GHWAT1,2051.0,0.0104
REGION,GHSOV1F01X,GHWAT1,2052.0,0.0197
REGION,GHSOV1F01X,GHWAT1,2053.0,0.0293
REGION,GHSOV1F01X,GHWAT1,2054.0,0.0375
REGION,GHSOV1F01X,GHWAT1,2055.0,0.0399
REGION,GHSOV1F01X,GHWAT1,2056.0,0.0462
REGION,GHSOV1F01X,GHWAT1,2057.0,0.051
REGION,GHSOV1F01X,GHWAT1,2058.0,0.0569
REGION,GHSOV1F01X,GHWAT1,2059.0,0.0682
REGION,GHSOV1F01X,GHWAT1,2060.0,0.0804
REGION,GHSOV1F01X,GHWAT1,2061.0,0.0931
REGION,GHSOV1F01X,GHWAT1,2062.0,0.1068
REGION,GHSOV1F01X,GHWAT1,2063.0,0.1263
REGION,GHSOV1F01X,GHWAT1,2064.0,0.1422
REGION,GHSOV1F01X,GHWAT1,2065.0,0.1936
REGION,GHSOV1F01X,GHWAT1,2066.0,0.2073
REGION,GHSOV1F01X,GHWAT1,2067.0,0.2324
REGION,GHSOV1F01X,GHWAT1,2068.0,0.2637
REGION,GHSOV1F01X,GHWAT1,2069.0,0.2848
REGION,GHSOV1F01X,GHWAT1,2070.0,0.3005
REGION,GHSOV2F01X,GHSOLA,2020.0,1.3965
REGION,GHSOV2F01X,GHSOLA,2021.0,3.2842
REGION,GHSOV2F01X,GHSOLA,2022.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2023.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2024.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2025.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2026.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2027.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2028.0,5.0951
REGION,GHSOV2F01X,GHSOLA,2029.0,6.9828
REGION,GHSOV2F01X,GHSOLA,2030.0,8.8704
REGION,GHSOV2F01X,GHSOLA,2031.0,12.6457
REGION,GHSOV2F01X,GHSOLA,2032.0,16.421
REGION,GHSOV2F01X,GHSOLA,2033.0,20.1963
REGION,GHSOV2F01X,GHSOLA,2034.0,23.4997
REGION,GHSOV2F01X,GHSOLA,2035.0,25.13
REGION,GHSOV2F01X,GHSOLA,2036.0,27.7362
REGION,GHSOV2F01X,GHSOLA,2037.0,29.8451
REGION,GHSOV2F01X,GHSOLA,2038.0,32.1141
REGION,GHSOV2F01X,GHSOLA,2039.0,35.7418
REGION,GHSOV2F01X,GHSOLA,2040.0,38.1206
REGION,GHSOV2F01X,GHSOLA,2041.0,40.0083
REGION,GHSOV2F01X,GHSOLA,2042.0,41.9726
REGION,GHSOV2F01X,GHSOLA,2043.0,45.7479
REGION,GHSOV2F01X,GHSOLA,2044.0,49.5231
REGION,GHSOV2F01X,GHSOLA,2045.0,53.2984
REGION,GHSOV2F01X,GHSOLA,2046.0,57.0737
REGION,GHSOV2F01X,GHSOLA,2047.0,60.849
REGION,GHSOV2F01X,GHSOLA,2048.0,64.6243
REGION,GHSOV2F01X,GHSOLA,2049.0,66.5119
REGION,GHSOV2F01X,GHSOLA,2050.0,68.3996
REGION,GHSOV2F01X,GHSOLA,2051.0,68.3996
REGION,GHSOV2F01X,GHSOLA,2052.0,68.3996
REGION,GHSOV2F01X,GHSOLA,2053.0,68.3996
REGION,GHSOV2F01X,GHSOLA,2054.0,68.8714
REGION,GHSOV2F01X,GHSOLA,2055.0,71.0164
REGION,GHSOV2F01X,GHSOLA,2056.0,72.1854
REGION,GHSOV2F01X,GHSOLA,2057.0,73.8519
REGION,GHSOV2F01X,GHSOLA,2058.0,75.3581
REGION,GHSOV2F01X,GHSOLA,2059.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2060.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2061.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2062.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2063.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2064.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2065.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2066.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2067.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2068.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2069.0,75.5057
REGION,GHSOV2F01X,GHSOLA,2070.0,75.5057
REGION,GHSOV2F01X,GHWAT1,2020.0,0.0089
REGION,GHSOV2F01X,GHWAT1,2021.0,0.021
REGION,GHSOV2F01X,GHWAT1,2022.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2023.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2024.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2025.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2026.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2027.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2028.0,0.0326
REGION,GHSOV2F01X,GHWAT1,2029.0,0.0446
REGION,GHSOV2F01X,GHWAT1,2030.0,0.0567
REGION,GHSOV2F01X,GHWAT1,2031.0,0.0808
REGION,GHSOV2F01X,GHWAT1,2032.0,0.1049
REGION,GHSOV2F01X,GHWAT1,2033.0,0.129
REGION,GHSOV2F01X,GHWAT1,2034.0,0.1501
REGION,GHSOV2F01X,GHWAT1,2035.0,0.1606
REGION,GHSOV2F01X,GHWAT1,2036.0,0.1772
REGION,GHSOV2F01X,GHWAT1,2037.0,0.1907
REGION,GHSOV2F01X,GHWAT1,2038.0,0.2052
REGION,GHSOV2F01X,GHWAT1,2039.0,0.2284
REGION,GHSOV2F01X,GHWAT1,2040.0,0.2435
REGION,GHSOV2F01X,GHWAT1,2041.0,0.2556
REGION,GHSOV2F01X,GHWAT1,2042.0,0.2682
REGION,GHSOV2F01X,GHWAT1,2043.0,0.2923
REGION,GHSOV2F01X,GHWAT1,2044.0,0.3164
REGION,GHSOV2F01X,GHWAT1,2045.0,0.3405
REGION,GHSOV2F01X,GHWAT1,2046.0,0.3646
REGION,GHSOV2F01X,GHWAT1,2047.0,0.3888
REGION,GHSOV2F01X,GHWAT1,2048.0,0.4129
REGION,GHSOV2F01X,GHWAT1,2049.0,0.4249
REGION,GHSOV2F01X,GHWAT1,2050.0,0.437
REGION,GHSOV2F01X,GHWAT1,2051.0,0.437
REGION,GHSOV2F01X,GHWAT1,2052.0,0.437
REGION,GHSOV2F01X,GHWAT1,2053.0,0.437
REGION,GHSOV2F01X,GHWAT1,2054.0,0.44
REGION,GHSOV2F01X,GHWAT1,2055.0,0.4537
REGION,GHSOV2F01X,GHWAT1,2056.0,0.4612
REGION,GHSOV2F01X,GHWAT1,2057.0,0.4718
REGION,GHSOV2F01X,GHWAT1,2058.0,0.4815
REGION,GHSOV2F01X,GHWAT1,2059.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2060.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2061.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2062.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2063.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2064.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2065.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2066.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2067.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2068.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2069.0,0.4824
REGION,GHSOV2F01X,GHWAT1,2070.0,0.4824
REGION,GHUR00X00X,GHWAT1,2070.0,0.0
REGION,GHWINDP00X,GHWAT1,2019.0,0.0018
REGION,GHWINDP00X,GHWAT1,2020.0,0.0018
REGION,GHWINDP00X,GHWAT1,2021.0,0.004
REGION,GHWINDP00X,GHWAT1,2022.0,0.004
REGION,GHWINDP00X,GHWAT1,2023.0,0.004
REGION,GHWINDP00X,GHWAT1,2024.0,0.004
REGION,GHWINDP00X,GHWAT1,2025.0,0.004
REGION,GHWINDP00X,GHWAT1,2026.0,0.004
REGION,GHWINDP00X,GHWAT1,2027.0,0.004
REGION,GHWINDP00X,GHWAT1,2028.0,0.004
REGION,GHWINDP00X,GHWAT1,2029.0,0.004
REGION,GHWINDP00X,GHWAT1,2030.0,0.004
REGION,GHWINDP00X,GHWAT1,2031.0,0.004
REGION,GHWINDP00X,GHWAT1,2032.0,0.004
REGION,GHWINDP00X,GHWAT1,2033.0,0.004
REGION,GHWINDP00X,GHWAT1,2034.0,0.004
REGION,GHWINDP00X,GHWAT1,2035.0,0.004
REGION,GHWINDP00X,GHWAT1,2036.0,0.004
REGION,GHWINDP00X,GHWAT1,2037.0,0.004
REGION,GHWINDP00X,GHWAT1,2038.0,0.004
REGION,GHWINDP00X,GHWAT1,2039.0,0.004
REGION,GHWINDP00X,GHWAT1,2040.0,0.004
REGION,GHWINDP00X,GHWAT1,2041.0,0.004
REGION,GHWINDP00X,GHWAT1,2042.0,0.004
REGION,GHWINDP00X,GHWAT1,2043.0,0.004
REGION,GHWINDP00X,GHWAT1,2044.0,0.0021
